season,episode,queen_name,outcome
8,6,Bob the Drag Queen,SAFE
8,7,Bob the Drag Queen,WIN
8,8,Bob the Drag Queen,BTM
8,9,Bob the Drag Queen,SAFE
8,10,Bob the Drag Queen,Winner
8,1,Kim Chi,WIN
8,2,Kim Chi,SAFE
8,3,Kim Chi,SAFE
8,4,Kim Chi,SAFE
8,5,Kim Chi,SAFE
8,6,Kim Chi,SAFE
8,7,Kim Chi,SAFE
8,8,Kim Chi,WIN
8,9,Kim Chi,SAFE
8,10,Kim Chi,Runner-up
8,1,Naomi Smalls,SAFE
8,2,Naomi Smalls,SAFE
8,3,Naomi Smalls,SAFE
8,4,Naomi Smalls,SAFE
8,5,Naomi Smalls,BTM
8,6,Naomi Smalls,WIN
8,7,Naomi Smalls,SAFE
8,8,Naomi Smalls,SAFE
8,9,Naomi Smalls,SAFE
8,10,Naomi Smalls,Runner-up
8,1,Chi Chi DeVayne,SAFE
8,2,Chi Chi DeVayne,WIN
8,3,Chi Chi DeVayne,SAFE
8,4,Chi Chi DeVayne,BTM
8,5,Chi Chi DeVayne,SAFE
8,6,Chi Chi DeVayne,SAFE
8,7,Chi Chi DeVayne,BTM
8,8,Chi Chi DeVayne,SAFE
8,9,Chi Chi DeVayne,ELIM
8,10,Chi Chi DeVayne,Guest
8,1,Derrick Barry,SAFE
8,2,Derrick Barry,SAFE
8,3,Derrick Barry,SAFE
8,4,Derrick Barry,SAFE
8,5,Derrick Barry,SAFE
8,6,Derrick Barry,BTM
8,7,Derrick Barry,WIN
8,8,Derrick Barry,ELIM
8,10,Derrick Barry,Guest
8,1,Thorgy Thor,SAFE
8,2,Thorgy Thor,SAFE
8,3,Thorgy Thor,SAFE
8,4,Thorgy Thor,SAFE
8,5,Thorgy Thor,SAFE
8,6,Thorgy Thor,SAFE
8,7,Thorgy Thor,ELIM
8,9,Thorgy Thor,Guest
8,1,Robbie Turner,SAFE
8,2,Robbie Turner,SAFE
8,3,Robbie Turner,BTM
8,4,Robbie Turner,WIN
8,5,Robbie Turner,SAFE
8,6,Robbie Turner,ELIM
8,8,Robbie Turner,Guest
8,1,Acid Betty,SAFE
8,2,Acid Betty,SAFE
8,3,Acid Betty,SAFE
8,4,Acid Betty,SAFE
8,5,Acid Betty,ELIM
8,7,Acid Betty,Guest
8,1,Naysha Lopez,ELIM
8,3,Naysha Lopez,SAFE
8,4,Naysha Lopez,ELIM
8,6,Naysha Lopez,Guest
8,1,Cynthia Lee Fontaine,SAFE
8,2,Cynthia Lee Fontaine,SAFE
8,3,Cynthia Lee Fontaine,ELIM
8,5,Cynthia Lee Fontaine,Miss C
8,1,Dax ExclamationPoint,SAFE
8,2,Dax ExclamationPoint,ELIM
8,4,Dax ExclamationPoint,Guest
8,1,Laila McQueen,BTM
8,2,Laila McQueen,ELIM
8,4,Laila McQueen,Guest
9,1,Sasha Velour,SAFE
9,2,Sasha Velour,SAFE
9,3,Sasha Velour,SAFE
9,4,Sasha Velour,WIN
9,5,Sasha Velour,SAFE
9,6,Sasha Velour,SAFE
9,7,Sasha Velour,SAFE
9,8,Sasha Velour,SAFE
9,9,Sasha Velour,WIN
9,10,Sasha Velour,SAFE
9,11,Sasha Velour,SAFE
9,12,Sasha Velour,SAFE
9,13,Sasha Velour,Guest
9,14,Sasha Velour,Winner
9,1,Peppermint,SAFE
9,2,Peppermint,SAFE
9,3,Peppermint,SAFE
9,4,Peppermint,SAFE
9,5,Peppermint,SAFE
9,6,Peppermint,BTM
9,7,Peppermint,SAFE
9,8,Peppermint,WIN
9,9,Peppermint,SAFE
9,10,Peppermint,SAFE
9,11,Peppermint,BTM
9,12,Peppermint,SAFE
9,13,Peppermint,Guest
9,14,Peppermint,Runner-up
9,1,Shea Couleé,SAFE
9,2,Shea Couleé,SAFE
9,3,Shea Couleé,SAFE
9,4,Shea Couleé,WIN
9,5,Shea Couleé,WIN
9,6,Shea Couleé,SAFE
9,7,Shea Couleé,SAFE
9,8,Shea Couleé,SAFE
9,9,Shea Couleé,WIN
9,10,Shea Couleé,BTM
9,11,Shea Couleé,WIN
9,12,Shea Couleé,SAFE
9,13,Shea Couleé,Guest
9,14,Shea Couleé,Eliminated
9,1,Trinity Taylor,SAFE
9,2,Trinity Taylor,SAFE
9,3,Trinity Taylor,WIN
9,4,Trinity Taylor,BTM
9,5,Trinity Taylor,SAFE
9,6,Trinity Taylor,SAFE
9,7,Trinity Taylor,WIN
9,8,Trinity Taylor,SAFE
9,9,Trinity Taylor,SAFE
9,10,Trinity Taylor,WIN
9,11,Trinity Taylor,SAFE
9,12,Trinity Taylor,SAFE
9,13,Trinity Taylor,Guest
9,14,Trinity Taylor,Eliminated
9,1,Alexis Michelle,SAFE
9,2,Alexis Michelle,SAFE
9,3,Alexis Michelle,SAFE
9,4,Alexis Michelle,SAFE
9,5,Alexis Michelle,SAFE
9,6,Alexis Michelle,WIN
9,7,Alexis Michelle,SAFE
9,8,Alexis Michelle,BTM
9,9,Alexis Michelle,SAFE
9,10,Alexis Michelle,SAFE
9,11,Alexis Michelle,ELIM
9,13,Alexis Michelle,Guest
9,14,Alexis Michelle,Guest
9,1,Nina Bo'nina Brown,WIN
9,2,Nina Bo'nina Brown,SAFE
9,3,Nina Bo'nina Brown,SAFE
9,4,Nina Bo'nina Brown,SAFE
9,5,Nina Bo'nina Brown,SAFE
9,6,Nina Bo'nina Brown,SAFE
9,7,Nina Bo'nina Brown,BTM
9,8,Nina Bo'nina Brown,SAFE
9,9,Nina Bo'nina Brown,BTM
9,10,Nina Bo'nina Brown,ELIM
9,12,Nina Bo'nina Brown,Guest
9,13,Nina Bo'nina Brown,Guest
9,1,Valentina,SAFE
9,2,Valentina,WIN
9,3,Valentina,SAFE
9,4,Valentina,SAFE
9,5,Valentina,SAFE
9,6,Valentina,SAFE
9,7,Valentina,SAFE
9,8,Valentina,SAFE
9,9,Valentina,ELIM
9,11,Valentina,Miss C
9,12,Valentina,Guest
9,1,Farrah Moan,SAFE
9,2,Farrah Moan,SAFE
9,3,Farrah Moan,SAFE
9,4,Farrah Moan,SAFE
9,5,Farrah Moan,BTM
9,6,Farrah Moan,SAFE
9,7,Farrah Moan,SAFE
9,8,Farrah Moan,ELIM
9,10,Farrah Moan,Guest
9,11,Farrah Moan,Guest
9,1,Aja,SAFE
9,2,Aja,SAFE
9,3,Aja,BTM
9,4,Aja,SAFE
9,5,Aja,SAFE
9,6,Aja,SAFE
9,7,Aja,ELIM
9,9,Aja,Guest
9,10,Aja,Guest
9,2,Cynthia Lee Fontaine,SAFE
9,3,Cynthia Lee Fontaine,SAFE
9,4,Cynthia Lee Fontaine,SAFE
9,5,Cynthia Lee Fontaine,BTM
9,6,Cynthia Lee Fontaine,ELIM
9,8,Cynthia Lee Fontaine,Guest
9,9,Cynthia Lee Fontaine,Guest
9,1,Eureka,SAFE
9,2,Eureka,SAFE
9,3,Eureka,SAFE
9,4,Eureka,SAFE
9,5,Eureka,WDR
9,7,Eureka,Guest
9,8,Eureka,Guest
9,1,Charlie Hides,SAFE
9,2,Charlie Hides,SAFE
9,3,Charlie Hides,SAFE
9,4,Charlie Hides,ELIM
9,6,Charlie Hides,Guest
9,7,Charlie Hides,Guest
9,1,Kimora Blac,SAFE
9,2,Kimora Blac,BTM
9,3,Kimora Blac,ELIM
9,5,Kimora Blac,Guest
9,6,Kimora Blac,Guest
9,1,Jaymes Mansfield,SAFE
9,2,Jaymes Mansfield,ELIM
9,4,Jaymes Mansfield,Guest
9,5,Jaymes Mansfield,Guest
10,1,Aquaria,SAFE
10,2,Aquaria,SAFE
10,3,Aquaria,SAFE
10,4,Aquaria,WIN
10,5,Aquaria,SAFE
10,6,Aquaria,SAFE
10,7,Aquaria,WIN
10,8,Aquaria,SAFE
10,9,Aquaria,SAFE
10,10,Aquaria,SAFE
10,11,Aquaria,WIN
10,12,Aquaria,SAFE
10,13,Aquaria,Guest
10,14,Aquaria,Winner
10,1,Eureka,SAFE
10,2,Eureka,BTM
10,3,Eureka,SAFE
10,4,Eureka,SAFE
10,5,Eureka,WIN
10,6,Eureka,WIN
10,7,Eureka,SAFE
10,8,Eureka,SAFE
10,9,Eureka,BTM
10,10,Eureka,SAFE
10,11,Eureka,SAFE
10,12,Eureka,SAFE
10,13,Eureka,Guest
10,14,Eureka,Runner-up
10,1,Kameron Michaels,SAFE
10,2,Kameron Michaels,SAFE
10,3,Kameron Michaels,SAFE
10,4,Kameron Michaels,SAFE
10,5,Kameron Michaels,SAFE
10,6,Kameron Michaels,SAFE
10,7,Kameron Michaels,SAFE
10,8,Kameron Michaels,WIN
10,9,Kameron Michaels,BTM
10,10,Kameron Michaels,BTM
10,11,Kameron Michaels,BTM
10,12,Kameron Michaels,SAFE
10,13,Kameron Michaels,Guest
10,14,Kameron Michaels,Runner-up
10,1,Asia O'Hara,SAFE
10,2,Asia O'Hara,SAFE
10,3,Asia O'Hara,WIN
10,4,Asia O'Hara,SAFE
10,5,Asia O'Hara,SAFE
10,6,Asia O'Hara,SAFE
10,7,Asia O'Hara,SAFE
10,8,Asia O'Hara,BTM
10,9,Asia O'Hara,WIN
10,10,Asia O'Hara,SAFE
10,11,Asia O'Hara,SAFE
10,12,Asia O'Hara,SAFE
10,13,Asia O'Hara,Guest
10,14,Asia O'Hara,Eliminated
10,1,Miz Cracker,SAFE
10,2,Miz Cracker,SAFE
10,3,Miz Cracker,SAFE
10,4,Miz Cracker,SAFE
10,5,Miz Cracker,SAFE
10,6,Miz Cracker,SAFE
10,7,Miz Cracker,SAFE
10,8,Miz Cracker,SAFE
10,9,Miz Cracker,SAFE
10,10,Miz Cracker,WIN
10,11,Miz Cracker,ELIM
10,13,Miz Cracker,Guest
10,14,Miz Cracker,Guest
10,1,Monét X Change,SAFE
10,2,Monét X Change,SAFE
10,3,Monét X Change,SAFE
10,4,Monét X Change,BTM
10,5,Monét X Change,BTM
10,6,Monét X Change,SAFE
10,7,Monét X Change,SAFE
10,8,Monét X Change,SAFE
10,9,Monét X Change,SAFE
10,10,Monét X Change,ELIM
10,12,Monét X Change,Guest
10,13,Monét X Change,Miss C
10,1,The Vixen,SAFE
10,2,The Vixen,WIN
10,3,The Vixen,SAFE
10,4,The Vixen,SAFE
10,5,The Vixen,SAFE
10,6,The Vixen,BTM
10,7,The Vixen,BTM
10,8,The Vixen,ELIM
10,10,The Vixen,Guest
10,11,The Vixen,Guest
10,1,Monique Heart,SAFE
10,2,Monique Heart,SAFE
10,3,Monique Heart,SAFE
10,4,Monique Heart,SAFE
10,5,Monique Heart,SAFE
10,6,Monique Heart,SAFE
10,7,Monique Heart,ELIM
10,9,Monique Heart,Guest
10,10,Monique Heart,Guest
10,1,Blair St. Clair,SAFE
10,2,Blair St. Clair,SAFE
10,3,Blair St. Clair,SAFE
10,4,Blair St. Clair,SAFE
10,5,Blair St. Clair,SAFE
10,6,Blair St. Clair,ELIM
10,8,Blair St. Clair,Guest
10,9,Blair St. Clair,Guest
10,1,Mayhem Miller,WIN
10,2,Mayhem Miller,SAFE
10,3,Mayhem Miller,BTM
10,4,Mayhem Miller,SAFE
10,5,Mayhem Miller,ELIM
10,7,Mayhem Miller,Guest
10,8,Mayhem Miller,Guest
10,1,Dusty Ray Bottoms,SAFE
10,2,Dusty Ray Bottoms,SAFE
10,3,Dusty Ray Bottoms,SAFE
10,4,Dusty Ray Bottoms,ELIM
10,6,Dusty Ray Bottoms,Guest
10,7,Dusty Ray Bottoms,Guest
10,1,Yuhua Hamasaki,SAFE
10,2,Yuhua Hamasaki,SAFE
10,3,Yuhua Hamasaki,ELIM
10,5,Yuhua Hamasaki,Guest
10,6,Yuhua Hamasaki,Guest
10,1,Kalorie Karbdashian Williams,BTM
10,2,Kalorie Karbdashian Williams,ELIM
10,4,Kalorie Karbdashian Williams,Guest
10,5,Kalorie Karbdashian Williams,Guest
10,1,Vanessa Vanjie Mateo,ELIM
10,3,Vanessa Vanjie Mateo,Guest
10,4,Vanessa Vanjie Mateo,Guest
11,1,Yvie Oddly,SAFE
11,2,Yvie Oddly,WIN
11,3,Yvie Oddly,SAFE
11,4,Yvie Oddly,SAFE
11,5,Yvie Oddly,SAFE
11,6,Yvie Oddly,SAFE
11,7,Yvie Oddly,SAFE
11,8,Yvie Oddly,BTM
11,9,Yvie Oddly,SAFE
11,10,Yvie Oddly,SAFE
11,11,Yvie Oddly,SAFE
11,12,Yvie Oddly,SAFE
11,13,Yvie Oddly,Guest
11,14,Yvie Oddly,Winner
11,1,Brooke Lynn Hytes,WIN
11,2,Brooke Lynn Hytes,SAFE
11,3,Brooke Lynn Hytes,SAFE
11,4,Brooke Lynn Hytes,SAFE
11,5,Brooke Lynn Hytes,WIN
11,6,Brooke Lynn Hytes,SAFE
11,7,Brooke Lynn Hytes,SAFE
11,8,Brooke Lynn Hytes,BTM
11,9,Brooke Lynn Hytes,SAFE
11,10,Brooke Lynn Hytes,SAFE
11,11,Brooke Lynn Hytes,WIN
11,12,Brooke Lynn Hytes,BTM
11,13,Brooke Lynn Hytes,Guest
11,14,Brooke Lynn Hytes,Runner-up
11,1,A'keria C. Davenport,SAFE
11,2,A'keria C. Davenport,SAFE
11,3,A'keria C. Davenport,BTM
11,4,A'keria C. Davenport,SAFE
11,5,A'keria C. Davenport,SAFE
11,6,A'keria C. Davenport,WIN
11,7,A'keria C. Davenport,BTM
11,8,A'keria C. Davenport,SAFE
11,9,A'keria C. Davenport,WIN
11,10,A'keria C. Davenport,SAFE
11,11,A'keria C. Davenport,SAFE
11,12,A'keria C. Davenport,SAFE
11,13,A'keria C. Davenport,Guest
11,14,A'keria C. Davenport,Eliminated
11,1,Silky Nutmeg Ganache,SAFE
11,2,Silky Nutmeg Ganache,SAFE
11,3,Silky Nutmeg Ganache,SAFE
11,4,Silky Nutmeg Ganache,WIN
11,5,Silky Nutmeg Ganache,SAFE
11,6,Silky Nutmeg Ganache,SAFE
11,7,Silky Nutmeg Ganache,SAFE
11,8,Silky Nutmeg Ganache,WIN
11,9,Silky Nutmeg Ganache,SAFE
11,10,Silky Nutmeg Ganache,SAFE
11,11,Silky Nutmeg Ganache,BTM
11,12,Silky Nutmeg Ganache,SAFE
11,13,Silky Nutmeg Ganache,Guest
11,14,Silky Nutmeg Ganache,Eliminated
11,1,Vanessa Vanjie Mateo,SAFE
11,2,Vanessa Vanjie Mateo,SAFE
11,3,Vanessa Vanjie Mateo,SAFE
11,4,Vanessa Vanjie Mateo,SAFE
11,5,Vanessa Vanjie Mateo,SAFE
11,6,Vanessa Vanjie Mateo,SAFE
11,7,Vanessa Vanjie Mateo,SAFE
11,8,Vanessa Vanjie Mateo,SAFE
11,9,Vanessa Vanjie Mateo,BTM
11,10,Vanessa Vanjie Mateo,BTM
11,11,Vanessa Vanjie Mateo,SAFE
11,12,Vanessa Vanjie Mateo,ELIM
11,13,Vanessa Vanjie Mateo,Guest
11,14,Vanessa Vanjie Mateo,Guest
11,1,Nina West,SAFE
11,2,Nina West,SAFE
11,3,Nina West,WIN
11,4,Nina West,SAFE
11,5,Nina West,SAFE
11,6,Nina West,SAFE
11,7,Nina West,SAFE
11,8,Nina West,SAFE
11,9,Nina West,SAFE
11,10,Nina West,WIN
11,11,Nina West,ELIM
11,13,Nina West,Guest
11,14,Nina West,Miss C
11,1,Shuga Cain,SAFE
11,2,Shuga Cain,SAFE
11,3,Shuga Cain,BTM
11,4,Shuga Cain,SAFE
11,5,Shuga Cain,BTM
11,6,Shuga Cain,SAFE
11,7,Shuga Cain,SAFE
11,8,Shuga Cain,SAFE
11,9,Shuga Cain,SAFE
11,10,Shuga Cain,ELIM
11,11,Shuga Cain,Guest
11,13,Shuga Cain,Guest
11,14,Shuga Cain,Guest
11,1,Plastique Tiara,SAFE
11,2,Plastique Tiara,SAFE
11,3,Plastique Tiara,BTM
11,4,Plastique Tiara,SAFE
11,5,Plastique Tiara,SAFE
11,6,Plastique Tiara,SAFE
11,7,Plastique Tiara,WIN
11,8,Plastique Tiara,SAFE
11,9,Plastique Tiara,ELIM
11,11,Plastique Tiara,Guest
11,13,Plastique Tiara,Guest
11,14,Plastique Tiara,Guest
11,1,Ra'Jah O'Hara,SAFE
11,2,Ra'Jah O'Hara,SAFE
11,3,Ra'Jah O'Hara,BTM
11,4,Ra'Jah O'Hara,BTM
11,5,Ra'Jah O'Hara,SAFE
11,6,Ra'Jah O'Hara,BTM
11,7,Ra'Jah O'Hara,ELIM
11,9,Ra'Jah O'Hara,Guest
11,10,Ra'Jah O'Hara,Guest
11,1,Scarlet Envy,SAFE
11,2,Scarlet Envy,WIN
11,3,Scarlet Envy,BTM
11,4,Scarlet Envy,SAFE
11,5,Scarlet Envy,SAFE
11,6,Scarlet Envy,ELIM
11,8,Scarlet Envy,Guest
11,10,Scarlet Envy,Guest
11,11,Scarlet Envy,Guest
11,1,Ariel Versace,SAFE
11,2,Ariel Versace,SAFE
11,3,Ariel Versace,SAFE
11,4,Ariel Versace,SAFE
11,5,Ariel Versace,ELIM
11,7,Ariel Versace,Guest
11,9,Ariel Versace,Guest
11,10,Ariel Versace,Guest
11,1,Mercedes Iman Diamond,SAFE
11,2,Mercedes Iman Diamond,BTM
11,3,Mercedes Iman Diamond,SAFE
11,4,Mercedes Iman Diamond,ELIM
11,6,Mercedes Iman Diamond,Guest
11,7,Mercedes Iman Diamond,Guest
11,1,Honey Davenport,SAFE
11,2,Honey Davenport,SAFE
11,3,Honey Davenport,ELIM
11,5,Honey Davenport,Guest
11,7,Honey Davenport,Guest
11,8,Honey Davenport,Guest
11,1,Kahanna Montrese,BTM
11,2,Kahanna Montrese,ELIM
11,4,Kahanna Montrese,Guest
11,5,Kahanna Montrese,Guest
11,1,Soju,ELIM
11,3,Soju,Guest
11,5,Soju,Guest
11,6,Soju,Guest
12,2,Jaida Essence Hall,WIN
12,3,Jaida Essence Hall,SAFE
12,4,Jaida Essence Hall,SAFE
12,5,Jaida Essence Hall,SAFE
12,6,Jaida Essence Hall,SAFE
12,7,Jaida Essence Hall,SAFE
12,8,Jaida Essence Hall,SAFE
12,9,Jaida Essence Hall,WIN
12,10,Jaida Essence Hall,WIN
12,11,Jaida Essence Hall,BTM
12,12,Jaida Essence Hall,SAFE
12,13,Jaida Essence Hall,Guest
12,14,Jaida Essence Hall,Winner
12,1,Crystal Methyd,SAFE
12,3,Crystal Methyd,SAFE
12,4,Crystal Methyd,SAFE
12,5,Crystal Methyd,SAFE
12,6,Crystal Methyd,SAFE
12,7,Crystal Methyd,SAFE
12,8,Crystal Methyd,SAFE
12,9,Crystal Methyd,SAFE
12,10,Crystal Methyd,SAFE
12,11,Crystal Methyd,WIN
12,12,Crystal Methyd,BTM
12,13,Crystal Methyd,Guest
12,14,Crystal Methyd,Runner-up
12,1,Gigi Goode,TOP2
12,3,Gigi Goode,SAFE
12,4,Gigi Goode,WIN
12,5,Gigi Goode,SAFE
12,6,Gigi Goode,WIN
12,7,Gigi Goode,WIN
12,8,Gigi Goode,SAFE
12,9,Gigi Goode,SAFE
12,10,Gigi Goode,SAFE
12,11,Gigi Goode,SAFE
12,12,Gigi Goode,WIN
12,13,Gigi Goode,Guest
12,14,Gigi Goode,Runner-up
12,2,Sherry Pie,TOP2
12,3,Sherry Pie,WIN
12,4,Sherry Pie,SAFE
12,5,Sherry Pie,WIN
12,6,Sherry Pie,SAFE
12,7,Sherry Pie,SAFE
12,8,Sherry Pie,SAFE
12,9,Sherry Pie,SAFE
12,10,Sherry Pie,SAFE
12,11,Sherry Pie,SAFE
12,12,Sherry Pie,SAFE
12,13,Sherry Pie,DISQ
12,1,Jackie Cox,SAFE
12,3,Jackie Cox,SAFE
12,4,Jackie Cox,SAFE
12,5,Jackie Cox,SAFE
12,6,Jackie Cox,SAFE
12,7,Jackie Cox,SAFE
12,8,Jackie Cox,SAFE
12,9,Jackie Cox,BTM
12,10,Jackie Cox,BTM
12,11,Jackie Cox,SAFE
12,12,Jackie Cox,ELIM
12,13,Jackie Cox,Guest
12,14,Jackie Cox,Guest
12,1,Heidi N Closet,SAFE
12,3,Heidi N Closet,SAFE
12,4,Heidi N Closet,SAFE
12,5,Heidi N Closet,BTM
12,6,Heidi N Closet,SAFE
12,7,Heidi N Closet,BTM
12,8,Heidi N Closet,WIN
12,9,Heidi N Closet,SAFE
12,10,Heidi N Closet,BTM
12,11,Heidi N Closet,ELIM
12,13,Heidi N Closet,Guest
12,14,Heidi N Closet,Miss C
12,1,Widow Von'Du,WIN
12,3,Widow Von'Du,SAFE
12,4,Widow Von'Du,SAFE
12,5,Widow Von'Du,SAFE
12,6,Widow Von'Du,SAFE
12,7,Widow Von'Du,SAFE
12,8,Widow Von'Du,BTM
12,9,Widow Von'Du,ELIM
12,11,Widow Von'Du,Guest
12,12,Widow Von'Du,Guest
12,2,Jan,SAFE
12,3,Jan,SAFE
12,4,Jan,SAFE
12,5,Jan,SAFE
12,6,Jan,SAFE
12,7,Jan,SAFE
12,8,Jan,ELIM
12,10,Jan,Guest
12,11,Jan,Guest
12,1,Brita,SAFE
12,3,Brita,SAFE
12,4,Brita,BTM
12,5,Brita,SAFE
12,6,Brita,BTM
12,7,Brita,ELIM
12,9,Brita,Guest
12,10,Brita,Guest
12,2,Aiden Zhane,SAFE
12,3,Aiden Zhane,SAFE
12,4,Aiden Zhane,SAFE
12,5,Aiden Zhane,SAFE
12,6,Aiden Zhane,ELIM
12,8,Aiden Zhane,Guest
12,9,Aiden Zhane,Guest
12,1,Nicky Doll,SAFE
12,3,Nicky Doll,BTM
12,4,Nicky Doll,SAFE
12,5,Nicky Doll,ELIM
12,7,Nicky Doll,Guest
12,8,Nicky Doll,Guest
12,2,Rock M. Sakura,SAFE
12,3,Rock M. Sakura,SAFE
12,4,Rock M. Sakura,ELIM
12,6,Rock M. Sakura,Guest
12,7,Rock M. Sakura,Guest
12,2,Dahlia Sin,SAFE
12,3,Dahlia Sin,ELIM
12,5,Dahlia Sin,Guest
12,6,Dahlia Sin,Guest
13,1,Symone,STAY
13,2,Symone,WIN
13,4,Symone,WIN
13,5,Symone,SAFE
13,6,Symone,SAFE
13,7,Symone,SAFE
13,8,Symone,BTM
13,9,Symone,SAFE
13,10,Symone,WIN
13,11,Symone,WIN
13,12,Symone,BTM
13,13,Symone,SAFE
13,14,Symone,SAFE
13,15,Symone,Guest
13,16,Symone,Winner
13,1,Kandy Muse,STAY
13,2,Kandy Muse,SAFE
13,4,Kandy Muse,SAFE
13,5,Kandy Muse,SAFE
13,6,Kandy Muse,BTM
13,7,Kandy Muse,SAFE
13,8,Kandy Muse,BTM
13,9,Kandy Muse,SAFE
13,10,Kandy Muse,SAFE
13,11,Kandy Muse,SAFE
13,12,Kandy Muse,WIN
13,13,Kandy Muse,BTM
